0.0073914,0.0074064,0.0074081,0.0074078,0.0074246,0.0074587,0.0074914,0.0075106,0.0075282,0.0075634,0.0076166,0.0076684,0.0077071,0.0077444,0.0078004,0.0078754,0.0079497,0.0080109,0.0080716,0.0081525,0.0082541,0.0083559,0.0084451,0.0085349,0.0086475,0.0087834,0.008921,0.0090469,0.0091756,0.0093308,0.0095134,0.0097006,0.0098779,0.010062,0.010278,0.010529,0.010789,0.011044,0.011311,0.011623,0.01198,0.012357,0.012739,0.013147,0.01362,0.014163,0.014748,0.015362,0.016036,0.016822,0.017733,0.018745,0.019853,0.021113,0.022604,0.024364,0.026378,0.028642,0.031199,0.034042,0.036968,0.03953,0.04116,0.041382,0.039995,0.037144,0.03327,0.02896,0.024753,0.020991,0.017781,0.015089,0.012865,0.011104,0.0098289,0.0090699,0.0088483,0.0091683,0.010014,0.01136,0.013181,0.015455,0.018193,0.021445,0.02525,0.029499,0.033848,0.037754,0.040622,0.042005,0.041756,0.04008,0.037457,0.034467,0.031565,0.028959,0.026654,0.024607,0.022818,0.021301,0.020022,0.018897,0.017871,0.016946,0.016149,0.015465,0.014844,0.014251,0.013701,0.013222,0.012808,0.012422,0.012041,0.011679,0.011364,0.011093,0.010835,0.010573,0.010319,0.0101,0.0099136,0.0097345,0.0095457,0.009361,0.0092036,0.0090733,0.0089462,0.0088073,0.0086699,0.0085557,0.0084645,0.0083745,0.0082718,0.0081689,0.0080866,0.0080249,0.007963,0.0078881,0.0078121,0.0077549,0.0077166,0.0076774,0.007625,0.007571,0.0075347,0.0075163,0.0074965,0.0074635,0.0074285,0.0074107,0.0074102,0.0074081,0.0073927,0.0073752,0.0073747
0.0073927,0.0074081,0.0074102,0.0074107,0.0074285,0.0074635,0.0074965,0.0075163,0.0075347,0.007571,0.007625,0.0076774,0.0077166,0.0077549,0.0078121,0.0078881,0.007963,0.0080249,0.0080866,0.0081689,0.0082718,0.0083745,0.0084645,0.0085557,0.0086699,0.0088073,0.0089462,0.0090733,0.0092036,0.009361,0.0095457,0.0097345,0.0099136,0.0101,0.010319,0.010573,0.010835,0.011093,0.011364,0.011679,0.012041,0.012422,0.012808,0.013222,0.013701,0.014251,0.014844,0.015465,0.016149,0.016946,0.017871,0.018897,0.020022,0.021301,0.022818,0.024607,0.026654,0.028959,0.031565,0.034467,0.037457,0.04008,0.041756,0.042005,0.040622,0.037754,0.033848,0.029499,0.02525,0.021445,0.018193,0.015455,0.013181,0.01136,0.010014,0.0091683,0.0088483,0.0090699,0.0098289,0.011104,0.012865,0.015089,0.017781,0.020991,0.024753,0.02896,0.03327,0.037144,0.039995,0.041382,0.04116,0.03953,0.036968,0.034042,0.031199,0.028642,0.026378,0.024364,0.022604,0.021113,0.019853,0.018745,0.017733,0.016822,0.016036,0.015362,0.014748,0.014163,0.01362,0.013147,0.012739,0.012357,0.01198,0.011623,0.011311,0.011044,0.010789,0.010529,0.010278,0.010062,0.0098779,0.0097006,0.0095134,0.0093308,0.0091756,0.0090469,0.008921,0.0087834,0.0086475,0.0085349,0.0084451,0.0083559,0.0082541,0.0081525,0.0080716,0.0080109,0.0079497,0.0078754,0.0078004,0.0077444,0.0077071,0.0076684,0.0076166,0.0075634,0.0075282,0.0075106,0.0074914,0.0074587,0.0074246,0.0074078,0.0074081,0.0074064,0.0073914,0.0073747,0.0073752
0.0074111,0.0074273,0.0074298,0.0074308,0.0074494,0.0074855,0.0075194,0.0075397,0.0075586,0.0075958,0.0076511,0.0077045,0.0077443,0.0077832,0.0078415,0.0079189,0.0079951,0.0080577,0.0081203,0.008204,0.0083085,0.0084127,0.0085038,0.0085961,0.008712,0.0088516,0.0089923,0.0091209,0.0092528,0.0094124,0.0095998,0.0097912,0.0099724,0.010161,0.010383,0.01064,0.010907,0.011167,0.011442,0.011762,0.012129,0.012516,0.012907,0.013327,0.013814,0.014372,0.014974,0.015605,0.016299,0.017109,0.018049,0.019093,0.020236,0.021538,0.023082,0.024906,0.026993,0.029344,0.032006,0.034977,0.038047,0.040751,0.042497,0.042788,0.041414,0.038522,0.034567,0.030155,0.025843,0.02198,0.018674,0.015884,0.013553,0.01167,0.010252,0.0093202,0.0089017,0.0090222,0.00969,0.01089,0.012591,0.014766,0.017415,0.020587,0.024314,0.028492,0.032783,0.036649,0.039506,0.040912,0.040719,0.039127,0.036608,0.033727,0.030927,0.028409,0.026177,0.02419,0.022452,0.02098,0.019737,0.018642,0.017641,0.016739,0.015963,0.015297,0.01469,0.01411,0.013572,0.013104,0.0127,0.012323,0.011949,0.011594,0.011286,0.011021,0.010769,0.010511,0.010262,0.010047,0.0098658,0.0096902,0.0095043,0.0093227,0.009169,0.009042,0.0089174,0.0087806,0.0086455,0.0085341,0.0084456,0.0083575,0.0082563,0.0081552,0.0080753,0.0080157,0.0079554,0.0078816,0.0078071,0.0077519,0.0077156,0.0076778,0.0076263,0.0075735,0.0075391,0.0075225,0.007504,0.0074717,0.007438,0.0074219,0.0074232,0.0074223,0.0074076,0.0073914,0.0073927
0.0074273,0.0074446,0.0074478,0.0074492,0.0074683,0.0075052,0.0075403,0.0075613,0.0075807,0.0076185,0.0076748,0.0077294,0.0077701,0.0078096,0.0078687,0.0079472,0.0080248,0.0080886,0.0081519,0.0082365,0.0083425,0.0084483,0.0085408,0.0086342,0.0087514,0.0088927,0.0090355,0.009166,0.0092994,0.0094607,0.0096505,0.0098446,0.010028,0.010219,0.010444,0.010704,0.010975,0.011239,0.011517,0.011841,0.012213,0.012605,0.013002,0.013427,0.01392,0.014487,0.015097,0.015737,0.016442,0.017264,0.018218,0.019278,0.02044,0.021763,0.023332,0.025187,0.027311,0.029706,0.032419,0.03545,0.038593,0.041375,0.043196,0.043545,0.042198,0.039299,0.035306,0.030835,0.026458,0.022533,0.019171,0.016327,0.013942,0.011997,0.010507,0.009491,0.0089739,0.00899,0.00956,0.010677,0.01231,0.014429,0.01703,0.020155,0.023838,0.027977,0.03224,0.036097,0.038968,0.040407,0.040261,0.038722,0.036254,0.033419,0.030661,0.028179,0.025978,0.024018,0.022301,0.020846,0.019619,0.018538,0.017549,0.016657,0.015888,0.01523,0.01463,0.014056,0.013523,0.013059,0.01266,0.012287,0.011916,0.011564,0.011258,0.010996,0.010747,0.010491,0.010244,0.010031,0.0098514,0.0096778,0.0094936,0.0093132,0.0091605,0.0090349,0.0089119,0.0087763,0.008642,0.0085313,0.0084439,0.0083571,0.0082569,0.0081564,0.008077,0.0080184,0.0079592,0.0078863,0.0078122,0.0077575,0.007722,0.0076852,0.0076344,0.0075821,0.0075481,0.0075323,0.0075147,0.0074832,0.0074498,0.0074341,0.0074361,0.0074362,0.0074223,0.0074064,0.0074081
0.0074298,0.0074478,0.007452,0.0074541,0.0074737,0.0075111,0.0075469,0.007569,0.0075892,0.0076275,0.0076842,0.0077397,0.0077816,0.007822,0.0078816,0.0079608,0.0080394,0.0081044,0.0081689,0.0082542,0.008361,0.008468,0.0085621,0.0086567,0.0087749,0.0089174,0.0090618,0.0091941,0.0093292,0.0094919,0.0096833,0.0098795,0.010066,0.010259,0.010486,0.010748,0.011022,0.011289,0.011571,0.011898,0.012274,0.01267,0.013072,0.013502,0.014001,0.014574,0.015192,0.015841,0.016554,0.017386,0.018352,0.019427,0.020605,0.021946,0.023537,0.025417,0.027573,0.030005,0.03276,0.03584,0.039036,0.041877,0.043755,0.044152,0.042838,0.039948,0.03594,0.031435,0.027012,0.023038,0.019629,0.016739,0.014305,0.012306,0.010751,0.0096548,0.0090424,0.0089541,0.0094228,0.01045,0.012008,0.014063,0.016607,0.019678,0.023303,0.027384,0.031596,0.035423,0.038291,0.039758,0.039666,0.038195,0.035799,0.033028,0.030323,0.027886,0.025723,0.023795,0.022105,0.020671,0.019462,0.018397,0.017422,0.016542,0.015783,0.015133,0.014541,0.013975,0.013448,0.01299,0.012595,0.012226,0.011861,0.011513,0.01121,0.010951,0.010704,0.010452,0.010207,0.0099964,0.0098185,0.009647,0.009465,0.0092866,0.0091353,0.0090109,0.0088894,0.0087556,0.0086227,0.008513,0.0084265,0.0083409,0.0082421,0.0081428,0.0080642,0.0080062,0.007948,0.0078762,0.0078031,0.007749,0.0077141,0.0076781,0.0076284,0.0075769,0.0075434,0.007528,0.0075113,0.0074807,0.0074481,0.0074329,0.0074353,0.0074361,0.0074232,0.0074081,0.0074102
0.0074308,0.0074492,0.0074541,0.0074573,0.0074776,0.0075155,0.0075517,0.0075746,0.0075959,0.007635,0.0076923,0.0077483,0.007791,0.0078326,0.0078932,0.0079731,0.0080523,0.0081184,0.0081841,0.0082706,0.0083782,0.0084861,0.0085814,0.0086776,0.0087973,0.0089408,0.0090864,0.0092203,0.0093574,0.009522,0.009715,0.0099128,0.010101,0.010297,0.010526,0.010791,0.011067,0.011338,0.011623,0.011954,0.012333,0.012734,0.013141,0.013577,0.014082,0.014661,0.015286,0.015943,0.016666,0.017509,0.018487,0.019575,0.02077,0.022131,0.023745,0.025652,0.027839,0.030309,0.03311,0.036241,0.03949,0.042381,0.044301,0.044729,0.043431,0.040542,0.03652,0.031988,0.027529,0.023517,0.020067,0.017137,0.014659,0.012612,0.010999,0.0098292,0.0091269,0.0089374,0.0093051,0.010242,0.011723,0.013712,0.016199,0.019216,0.022787,0.02681,0.030968,0.034753,0.037602,0.03908,0.039029,0.037622,0.035299,0.0326,0.029956,0.027568,0.025446,0.023553,0.021893,0.020484,0.019293,0.018244,0.017284,0.016418,0.015671,0.015029,0.014445,0.013887,0.013368,0.012915,0.012525,0.012161,0.0118,0.011457,0.011158,0.010901,0.010658,0.010408,0.010167,0.0099585,0.0097825,0.0096127,0.0094329,0.0092567,0.0091073,0.0089842,0.0088639,0.0087317,0.0086006,0.0084924,0.0084068,0.008322,0.0082245,0.0081267,0.0080492,0.0079919,0.0079344,0.0078636,0.0077918,0.0077386,0.0077042,0.0076688,0.00762,0.0075696,0.007537,0.0075221,0.0075058,0.007476,0.0074444,0.00743,0.0074329,0.0074341,0.0074219,0.0074078,0.0074107
0.0074494,0.0074683,0.0074737,0.0074776,0.0074991,0.0075378,0.0075747,0.007598,0.0076202,0.0076606,0.0077189,0.0077756,0.0078189,0.0078616,0.0079235,0.0080046,0.0080847,0.0081516,0.0082186,0.0083067,0.0084158,0.0085248,0.0086212,0.008719,0.0088407,0.0089862,0.0091332,0.0092687,0.0094079,0.009575,0.0097705,0.0099706,0.010161,0.010359,0.010593,0.010861,0.01114,0.011414,0.011704,0.01204,0.012424,0.01283,0.013242,0.013685,0.014198,0.014785,0.015419,0.016086,0.016821,0.017677,0.018671,0.019777,0.020991,0.022376,0.024019,0.025961,0.028188,0.030705,0.033564,0.036764,0.040087,0.043047,0.04502,0.045477,0.044181,0.041268,0.037205,0.032624,0.028115,0.024054,0.020558,0.017582,0.015058,0.012961,0.011291,0.010052,0.0092634,0.0089749,0.0092419,0.010088,0.011493,0.013419,0.015854,0.018826,0.022356,0.026342,0.030467,0.034227,0.037064,0.038549,0.038524,0.037161,0.034892,0.03225,0.029659,0.027315,0.025228,0.023364,0.02173,0.020342,0.019169,0.018134,0.017185,0.01633,0.015593,0.01496,0.014383,0.01383,0.013317,0.01287,0.012484,0.012124,0.011766,0.011426,0.011131,0.010877,0.010636,0.010388,0.010149,0.0099432,0.0097691,0.0096007,0.0094222,0.0092477,0.0091001,0.0089785,0.0088591,0.0087278,0.008598,0.0084912,0.0084067,0.0083226,0.0082258,0.008129,0.0080527,0.0079964,0.0079394,0.0078692,0.0077982,0.0077461,0.0077126,0.0076776,0.0076293,0.0075797,0.007548,0.0075339,0.007518,0.0074887,0.0074578,0.0074444,0.0074481,0.0074498,0.007438,0.0074246,0.0074285
0.0074855,0.0075052,0.0075111,0.0075155,0.0075378,0.0075778,0.0076156,0.0076396,0.0076623,0.0077037,0.0077635,0.0078213,0.0078654,0.0079088,0.0079721,0.0080548,0.0081363,0.0082042,0.0082722,0.0083619,0.008473,0.0085838,0.0086815,0.0087808,0.0089044,0.0090524,0.0092018,0.0093391,0.0094802,0.0096501,0.0098489,0.010052,0.010245,0.010446,0.010683,0.010957,0.01124,0.011518,0.011812,0.012153,0.012544,0.012957,0.013375,0.013825,0.014346,0.014944,0.015589,0.016267,0.017014,0.017887,0.018899,0.020025,0.021262,0.022673,0.024349,0.026331,0.028605,0.031177,0.034101,0.03738,0.040795,0.043848,0.045899,0.046403,0.045114,0.042171,0.038048,0.033393,0.02881,0.024682,0.021128,0.018097,0.015519,0.013367,0.011637,0.010329,0.0094551,0.009067,0.00923,0.0099803,0.011306,0.013169,0.015552,0.018482,0.021977,0.025936,0.030046,0.033803,0.03665,0.038156,0.038162,0.036834,0.034604,0.032002,0.029449,0.027139,0.02508,0.023238,0.021623,0.020252,0.019093,0.018069,0.01713,0.016283,0.015553,0.014927,0.014355,0.013807,0.013298,0.012855,0.012473,0.012116,0.01176,0.011423,0.01113,0.010879,0.010639,0.010393,0.010155,0.0099511,0.0097789,0.0096119,0.0094342,0.0092605,0.0091141,0.0089939,0.0088756,0.0087448,0.0086155,0.0085097,0.0084264,0.0083432,0.0082467,0.0081503,0.0080748,0.0080196,0.0079634,0.0078935,0.0078228,0.0077715,0.007739,0.0077047,0.0076567,0.0076074,0.0075765,0.0075634,0.0075482,0.0075192,0.0074887,0.007476,0.0074807,0.0074832,0.0074717,0.0074587,0.0074635
0.0075194,0.0075403,0.0075469,0.0075517,0.0075747,0.0076156,0.0076546,0.0076795,0.0077028,0.0077449,0.0078058,0.0078651,0.0079102,0.0079544,0.0080185,0.0081026,0.0081857,0.0082549,0.008324,0.0084148,0.0085277,0.0086405,0.0087399,0.0088405,0.0089657,0.0091159,0.0092678,0.0094073,0.0095504,0.0097224,0.0099241,0.010131,0.010327,0.010531,0.010771,0.011048,0.011336,0.011618,0.011916,0.012263,0.01266,0.013079,0.013504,0.013961,0.01449,0.015098,0.015753,0.016443,0.017202,0.018089,0.019118,0.020265,0.021524,0.02296,0.024665,0.026685,0.029004,0.031627,0.034611,0.037961,0.041459,0.044603,0.046738,0.047304,0.046042,0.043086,0.038916,0.034191,0.029532,0.025334,0.021717,0.018631,0.015999,0.013791,0.012002,0.010624,0.0096673,0.0091794,0.0092342,0.0098813,0.011118,0.012909,0.015233,0.018111,0.021561,0.025482,0.029568,0.03332,0.036184,0.037725,0.037777,0.036499,0.034317,0.031757,0.029241,0.026962,0.024931,0.023113,0.021516,0.02016,0.019014,0.018003,0.017074,0.016234,0.015511,0.014891,0.014326,0.013783,0.013277,0.012838,0.01246,0.012106,0.011753,0.011418,0.011127,0.010878,0.010641,0.010396,0.01016,0.0099569,0.0097862,0.0096209,0.0094446,0.0092717,0.0091261,0.009007,0.00889,0.0087602,0.0086315,0.0085262,0.0084439,0.0083618,0.0082661,0.0081701,0.0080951,0.0080407,0.0079855,0.0079163,0.007846,0.007795,0.0077633,0.00773,0.0076826,0.0076336,0.0076031,0.0075908,0.0075766,0.0075482,0.007518,0.0075058,0.0075113,0.0075147,0.007504,0.0074914,0.0074965
0.0075397,0.0075613,0.007569,0.0075746,0.007598,0.0076396,0.0076795,0.0077054,0.0077297,0.0077724,0.007834,0.0078943,0.0079407,0.0079859,0.0080508,0.0081358,0.0082201,0.0082908,0.0083611,0.008453,0.0085669,0.0086813,0.0087825,0.0088846,0.0090112,0.009163,0.0093169,0.0094586,0.0096038,0.0097777,0.0099816,0.010191,0.01039,0.010597,0.01084,0.01112,0.011412,0.011698,0.012,0.012351,0.012753,0.013178,0.013609,0.014072,0.014608,0.015224,0.015889,0.016589,0.01736,0.018259,0.019303,0.020467,0.021746,0.023205,0.024937,0.026987,0.029345,0.032013,0.035049,0.038457,0.04202,0.045231,0.047431,0.048051,0.046821,0.04387,0.039677,0.034907,0.030192,0.025936,0.022266,0.019131,0.016451,0.014194,0.012351,0.01091,0.0098741,0.0092897,0.0092361,0.0097751,0.010915,0.012624,0.01488,0.017698,0.021089,0.024954,0.028994,0.032719,0.035584,0.037154,0.037258,0.036046,0.03393,0.03143,0.028962,0.026723,0.024726,0.022937,0.021364,0.020026,0.018896,0.017899,0.016982,0.016153,0.015439,0.014826,0.014267,0.013731,0.013231,0.012796,0.012422,0.012072,0.011723,0.011391,0.011103,0.010856,0.010622,0.01038,0.010146,0.0099443,0.009775,0.0096115,0.0094371,0.0092658,0.0091213,0.0090032,0.0088875,0.0087593,0.0086318,0.0085272,0.0084456,0.0083646,0.0082702,0.0081752,0.0081007,0.0080469,0.0079925,0.0079245,0.007855,0.0078045,0.0077732,0.0077408,0.0076944,0.0076462,0.0076161,0.0076042,0.0075908,0.0075634,0.0075339,0.0075221,0.007528,0.0075323,0.0075225,0.0075106,0.0075163
